item_id,prod_info,category,itemID_new,category_num
6994605,poshlam 宝琪兰 玫瑰 美白 无瑕 精华原液   正品 精油 淡斑 亮白 滋润 精华液 ,50-3326,6739,162
6996399,秋水伊人 2013 秋装新品   正品   蕾丝 镂空   蝴蝶结   套头 长袖 针 ,10-5795,6740,2
6996473,纳蒂兰卡   1027 A 彩绘 坐便器   卫浴 抽水马桶   虹吸 节水 座便器 区域 包邮 ,53-2697,6741,168
6996998,奇朗   原厂 原装   正品行货   ETS - 17 延长 臂   18 cm 长 ,23-2855,6742,45
6997087,经典故事 正品 清仓   时尚 修身 圆领 撞色 泡泡袖 短袖针织衫   t恤 女 N 470 ,10-5795,6743,2
6997244,蔓 楼兰   腰果花 织锦旗袍   绣花   烫钻   礼服   高贵   晚装 ,10-3448,6744,0
6997912,【 4 瓶 182 元 】 新西兰 十一坊 绿茶 螺旋藻 片   螺旋藻 ,24-844,6745,54
6998467,祥 银 居 雪花银 999 千足银 纯银手镯 云南 老银匠 手工 雕刻 正品包邮 ,4-4578,6746,138
6998534,童颜 神器 雪莲 堂 雪莲 净斑 霜 正品 祛痘印 去黄 美白面霜 黄褐斑 晒斑 雀斑 ,50-4655,6747,163
6999128,容声 RC 135 + RQ 906 玻 抽油烟机 燃气灶 台式 双 灶   油烟机燃气灶 套餐 包 邮 ,23-6058,6748,46
6999455,登勒 卫浴     虹吸式   正品   连体     座便器     马桶     DL - T 01234 ,53-2697,6749,168
7000077,蒙迪爱尔 秋冬 单排扣 修身 经典 职业 女 上衣 M 7516A ,10-4371,6750,1
7001140,专柜正品 2013 春夏 新款   深 V领开衫   连 肩 宽松 袖 中长款 针织开衫 C101 ,10-5795,6751,2
7002746,aom 夏季新款 大码 宽松 防晒 衫   韩版 网纱 拼接 蕾丝 中长款 披肩 开衫外套 ,10-4371,6752,1
7003734,多   梦洁 出品   平实 美学   毛巾被   纯棉   双人 / 单人   暖绒 毛巾被 ,78-141,6753,268
7004224,Spakct ( 思 帕 客 ) 星河 全 指 骑行手套   自行车手套   长指手套   高品质 ,74-5323,6754,247
7009162,和珅 全 传 ,35-5810,6755,114
7011721,【 索 秘 户外 】 NITECORE 奈特 科尔 MT1 A   MT 2A   R5 便携手电 LED手电筒 AA ,30-3553,6756,73
7012210,科勒     希玛龙 台下盆 K - 2751 T - 0 ,53-3238,6757,169
7013959,零 五 七 一 世家 2013 春装 韩版 女装 薄 短款 耸肩 修身小西装 女 春秋外套 ,10-4371,6758,1
7017914,earthmusic   秋季 新品 镂空 蝙蝠 袖 宽松 圆领 针织套头衫     14133 CA 1040 ,10-5795,6759,2
7018753,佐佐木 打孔 划线 比亚迪   S6   速 锐   G6   F 0   L3   M6   G3   F3 / F1   F6   刹车盘 ,84-1367,6760,282
7018894,倾 想 尚 衣   婚纱礼服 2013 新款 荷花 旗袍   夏季 短旗袍   连衣裙 复古 礼服 ,10-3448,6761,0
7020510,云鼎 板业   贡山 松木   免漆板 生态 板 马六甲 木工板 橱柜板 家具板 板材 ,31-6017,6762,82
7021000,Gitti / 吉蒂 2012 秋 大码 车 花 反 领 全棉 针织长袖衫   BL 3327   原价 548 ,10-5795,6763,2
7021395,比伦 奴   2013 春装 韩版 新款 修身 条纹 V领针织衫 中长款 开衫 女 804 特价 ,10-5795,6764,2
7022762,一生一石 正品   天然石榴石 塔链 项链   饰品 女   情人节礼物 ,4-1760,6765,137
7025646,耐克 nike 男装休闲长裤 正品 名鞋 库 运动服 539497 - 060 ,36-1047,6766,121
7026749,店长推荐   专柜正品   玮兰 床垫       玮兰 全棕床垫 - - 椰 维 ,78-5065,6767,273
7027690,2013 帕莎 新款 百搭 复古 女 大 框 太阳眼镜 墨镜 潮流 防 紫太阳 帕沙 T 6867 ,25-6840,6768,55
7028029,【 天 猫宝宝 季 】   关山慧 滋 金装 莎 能 羊奶粉 2 段 400 g ,38-4226,6769,126
7028082,茵曼   2012 冬装 新款   撞色 拼接 贴 袋 圆领 宽松 针织开衫   女 H 8241311110 ,10-5795,6770,2
7030762,新品 荣 事 金 养生壶 加厚 玻璃 煎药壶 自动 酸奶 壶 花茶壶 电 煮 器 分体 正品 ,61-6537,6771,202
7031142,2013 款   NUMBER 女鞋   高尔夫球鞋   真皮球鞋   高档 牛皮 球鞋   无 钉鞋 ,74-3300,6772,243
7032904,MANN / 曼牌   空调 滤   空调滤清器   CUK 8430   宝马 3 系   E90 / E91 / E92 ,84-3210,6773,287
7033693,2013 秋装 新款 女装 长袖开衫 针织衫 外套 女 春秋 韩版 空调 衫 防晒衣 ,10-5795,6774,2
7034051,车用 前 挡   年检 贴   汽车   静电贴   标志 贴   车贴宝   免撕 3 片   无 胶   车贴 ,84-1418,6775,284
7036217,百搭 新品 秋装   小坎肩   梦至超 专柜正品   短外套   m11 s002 ,10-4371,6776,1
7038052,CADIDL 卡迪黛尔 2012 专柜正品 冬款 直筒 羊毛呢 五分裤 靴裤 C 094 B 018 ,10-6129,6777,3
7039142,欧盟 PDO 认证   护肤   食用   防 妊娠   奥利佛 特级 初榨橄榄油 250 ml   包邮 ,41-1359,6778,144
7039770,少爷 . 给 奴婢 贱 一个 【 正版 包邮 】 ,35-7506,6779,119
7042133,绒 华 贵族 专柜 披肩 外套 欧美 镂空 勾花 中长款   防晒 空调 针织衫 女 开衫 ,10-5795,6780,2
7042387,正品   JOMOO 九牧   全铜 浴室 折叠 活动浴巾架     毛巾杆 / 置物架 ,53-6047,6781,177
7042548,日版 正品 蒙奇奇   雅各布 猫   龙猫   包包 毛绒娃娃 钥匙挂件   生日礼物 ,65-2860,6782,212
7042618,VIGTIG 2013 秋装 新款 女装   韩版 宽松 大码 针织开衫 小外套 中长款 披肩 ,10-5795,6783,2
7042634,menlow 曼奴   男士 快干 吸汗 健身 跑步 足球 篮球运动裤 长裤 G11 Z 142 SX1 ,36-1047,6784,121
7043656,润 大福   罕见 夜明珠 佛光 珠 手链 夜光石 发光体 转运 招财 实物拍摄 ,4-1760,6785,137
7043855,居家 正品 出口 搪瓷茶壶   浪漫人生 陶瓷 工艺 珐琅瓷 凉水壶 法蓝瓷 茶具 ,67-3263,6786,225
7045417,2013 新款 旗袍   短款 结婚旗袍 敬酒服   中式 复古 红色 夏装 时尚 改良旗袍 ,10-3448,6787,0
7046076,蔓 楼兰   专柜   正品   波普 花色 旗   100% 桑蚕丝 ,10-3448,6788,0
7047821,INMAN 茵曼 2012 秋 新款 玫瑰 圆领 麻花 编制 插肩 长袖针织衫 H 823132655 ,10-5795,6789,2
7048706,唐奕   2013 改良 斜襟 无 开 衩 25 - 35 岁 短袖 单 旗袍裙 夏装 时尚 性感牛仔裙 ,10-3448,6790,0
7050343,亨博 SC - 508 A-2   韩式 家用 无烟   电热 烧烤架   加厚 不锈钢   接油盘 ,61-5289,6791,201
7050348,墨 雨轩   天然 老 料 印度 金星 小叶紫檀 木料 原木 手镯 满 牛毛 纹   加宽 加厚 ,4-4578,6792,138
7050707,REBORN 美白 淡斑 补水 保湿 黑色素 肌肤 暗黄 红血丝 祛斑 皮肤 毛孔 修复 抗 ,50-3326,6793,162
7051198,男士礼物   手链   男士 款   纯银手链   s990 足银 链子 银饰品   手饰 马鞭链 ,4-1760,6794,137
7051256,预售   德国 Mrlock   门锁   亮光 门锁   镜面 门锁   室内 卧室 房门锁 把手 ,21-1233,6795,28
7052640,秋水伊人 2013 春装 正品 甜美 修身 可 脱卸 围脖 网纱 拼接针织衫   韩版   女 ,10-5795,6796,2
7052875,秀 观 唐 眩 彩 迷情 旗袍   改良 时尚 夏装 2013 新款 日常 旗袍裙 复古 G 71211 ,10-3448,6797,0
7053655,果树苗 柠檬 苗   进口 越南 青柠檬 树苗   皮 薄 多 汁 柠檬   当年 结果 苗 ,52-2998,6798,166
7053878,泰好 铜锁   泰好 工房 / 纯铜 房门锁   中式 简 欧式   仿古   全铜 85 - 3536   SF ,21-1233,6799,28
7055023,欧 稀 2013 夏装 新款 女装 韩版 针织 长袖披肩 开衫   外 搭 透明 空调 防晒衣 ,10-5795,6800,2
7055947,Cerel 卡雷尔   特惠   夏季新款 女装   圆领 套头 弹力 短袖针织衫 ,10-5795,6801,2
7058310,秀 观 唐 飘 叶紫香 夏装 2013 旗袍 / 改良 时尚 / 旗袍裙 复古 / 连衣裙 G 71221 ,10-3448,6802,0
7058486,开光 加 持 阿富汗 天然 极品 帝王 青金石 108 颗 佛珠手链   招财 辟邪 男女 款 ,4-1760,6803,137
7061777,白翎 风采 女装 专柜正品   秒杀 160   拼接 撞色 含 棉 短袖 针织 2013 春 夏款 ,10-5795,6804,2
7061970,BELLO   SZ   2013 秋装 新款 OL 短款 小西装 修身短外套 女装 长袖 休闲上衣 ,10-4371,6805,1
7062010,简 gen 牌 女装 专柜正品   春季 新款   休闲 荷叶边 圆领 针织开衫   AG 1A 2812 ,10-5795,6806,2
7063210,BOLON / 2011 暴龙 太阳镜 / 雅致 风尚 系列 / BV 104 【 暴龙 官方 旗舰店 】 ,25-6840,6807,55
7063231,凡 成 部落 2013 夏季新款 长袖 正品 防晒衣   女   空调 衫 沙滩衣 防紫外线 防 ,10-4371,6808,1
7063475,『 吸 腰 V领开衫 』 卡利亚里   夏款   领 边 串珠 V领开衫 ,10-5795,6809,2
7063511,D . Seven   索尼   LT 25 i   LT 25 C   LT 26 i   电池   Xperia   S   BA 800   电池 + 座充 ,39-1630,6810,128
7064648,梦至超 特价   新品 旗袍   无袖 加厚   时尚 改良旗袍 M11 Y 299 ,10-3448,6811,0
7065264,米尚 misun   春秋 新款 女士 帅气 腰部 叠 褶 修身 西服式 夹克 西装 正品特价 ,10-4371,6812,1
7068380,* 科勒   K - 17629 T - SM - 0   直冲式 欧芙 连体座便器     300 坑 距 马桶   特价 ,53-2697,6813,168
7068527,风 拂 2013 秋季 新款 旗袍裙   立体 蕾丝 结婚礼服   新娘 红装 敬酒服 包邮 ,10-3448,6814,0
7068837,【 葛仙翁 】 复方 板蓝根颗粒   15 克 * 15 袋   清热解毒   凉 血   风 热感冒 ,77-7783,6815,267
7071705,汉 之 亲 冬被   驼毛被   加厚 秋冬 被芯 床上用品   黄金 比例 御寒 保暖被子 ,78-141,6816,268
7074560,2013 易菲 专柜正品 秋装   新款 修身 套头针织衫 打底衫 女 大码 Y 131 Z 050 ,10-5795,6817,2
7074745,山水 丝绸   蚕丝被   100% 桑蚕丝被芯   豪华型 手工 定位 蚕丝被子   特价 ,78-141,6818,268
7074753,增强 抵抗力   欢 恩宝 幼儿奶粉   C + 幼儿配方羊奶粉   3 段 900 g ,38-4226,6819,126
7076837,爱立德 Alied   A1   CP   电镀 标准 死 飞 车架   单车   公路车架   铬钼钢   包邮 ,74-93,6820,255
7077395,风 拂 2013 秋季 新款 真丝 旗袍裙 时尚 改良 短袖 短款 桑蚕丝连衣裙 礼服 ,10-3448,6821,0
7079176,特价正品 迪士尼米奇 雪糕机 儿童 动手 创意 DIY 过家家 益智玩具 175218 ,65-6773,6822,217
7079699,芭 黎 依 橱   春装 中年女装 上衣 妈妈装 简约 时尚外套   中老年女装 外套 ,10-4371,6823,1
7079825,优 里格   秋 新款 韩版 格子 拼接针织衫   长袖 前 长 后 短罩衫 Z 2325 ,10-5795,6824,2
7080163,岚 烟 2013 新款 冬季 新款 旗袍裙   复古 改良 时尚   夹棉 毛领 黑色 短款旗袍 ,10-3448,6825,0
7081468,BEON 秋冬 半 盔   防紫外线 防 眩 减速   男女 摩托车 电动车头盔   白色 蝴蝶 ,58-7406,6826,196
7082839,制氧机   家用 便携 吸氧机   氧气机   o2 box 氧气 盒子 JK 2B - P   家用制氧机 ,46-4921,6827,152
7083147,三 合 墙贴   背景 / 客厅 / 卧室 / 个性 / 时尚 / 卡通墙贴   双色 花 ,17-267,6828,20
7084337,正品 保障   正版 蒙奇奇   幼稚园   幼儿园   大号毛绒娃娃 公仔   生日礼物 ,65-2860,6829,212
7085343,固力 GULI   门锁 室内 房门锁 机械 执手锁 卧室 门把手 三 杆 锁芯 纯铜 B 5520 ,21-1233,6830,28
7086627,中国 音乐 学院 社会 艺术 水平 考级 辅导   儿童 声乐 8 级 （ 1 DVD + 2 CD ） ,15-5266,6831,13
7087256,星火 2013年 英语 专业 八 级 考试 改错 满分 突破 60 篇 ,35-7506,6832,119
7087837,YINER 音儿 2013 新款 黑绿 雪纺 长袖 修身 毛织衫 82306050 ,10-5795,6833,2
7089489,GUTE 固特   9398 高档 合金 室内 房门锁 大门把手   双 锁舌 执手锁   枪 间 金 ,21-1233,6834,28
7090405,旗袍裙 夏装 改良 时尚 婚礼 敬酒服 新娘 中式 蕾丝旗袍 礼服 结婚 红色 长款 ,10-3448,6835,0
7091288,CEREL 卡雷尔   春季 新款 女装   优雅 气质 宝蓝色 女士 长袖上衣 ,10-4371,6836,1
7091551,新款   Adidas / 阿迪达斯 男装   足球   猎鹰 训练收腿裤   W 55042 ,36-1047,6837,121
7093084,推拉 伸缩 裤架   顶 装   双排 裤架   多功能   加厚 西裤架   衣柜五金   裤 抽 架 ,21-2391,6838,31
7093774,芙瑞 可 2013 秋季 新款童鞋 男童 真皮 正品皮鞋 室外 学步鞋 透气 舒适 8032 ,33-3525,6839,86
7093946,清仓特价 seekairun 羊皮婴儿鞋 春夏 女童 室外 防滑 学步皮鞋 正品 nina ,33-3525,6840,86
7097704,DILI 2013 秋装 新款 女装 韩版短外套 西服小外套 长袖 修身小西装 外衣 潮 ,10-4371,6841,1
7098249,银手镯 999 纯银 女款 999 千足银 纯银 银饰 宽 面 女式 银镯 腕 上 花 中秋 送礼 ,4-4578,6842,138
7099648,Cerel 卡雷尔   特惠   夏季新款 女装   时尚 假两件 羊毛开衫 ,10-5795,6843,2
7101263,摩恩   全铜 镀铬 浴室五金 挂件 三 件套 浴巾架 + 毛巾杆 + 纸巾架   ACC 80081 ,53-6047,6844,177
7101551,果 图   兼容   惠普 hp 21 墨盒   HP 9351   22 墨盒   DeskJet   F2120   F2180 墨盒 ,27-5564,6845,65
7103899,云锦 旗袍   婚礼 妈妈装   夏装   婚宴 高档 深 青花瓷 蓝 礼服   第五 衣柜 5560 ,10-3448,6846,0
7104669,VVLUX 欧美 大牌 2013 秋冬新款 小 香 风 修身 长袖外套 短裤套装 白色 淑女 ,10-4371,6847,1
7104742,免费 加工   定做 魔术贴 纱窗   隐形 纱窗网   防蚊纱窗 纱网   订做 纱窗 ,75-2614,6848,256
7105839,晓 蕾 水晶   极品 天然 海蓝宝手链   多层 绕 3 圈   晶体 超 透 4.5 MM 收藏 款 ,4-1760,6849,137
7106435,秋冬新款   骆驼 正品   休闲棉服   男款   保暖棉衣   棉服   男   2F 15335 ,30-7666,6850,77
7106672,唐奕 2013 热卖 改良 碎花 半圆 襟 无 开 衩 短袖 改良 时尚 夏 正品特价 旗袍裙 ,10-3448,6851,0
7106849,威 洛克   房门锁 室内门锁 欧式 分体 黑色 门锁 卧室 实木 门锁 把手 执手锁 ,21-1233,6852,28
7107900,"九成宫 醴泉 铭 ( ( 清 ) 黄自元 , 黑龙江 美术 出版社 ) ",35-4045,6853,107
7111905,巴比龙 2013 春装 新款正品 假两件   尚 针织衫   中长款 毛衣 大码女装 ,10-5795,6854,2
7116141,暴龙 眼镜 ( bolon )   男士   时尚 高清 偏光太阳镜 户外运动 驾驶镜   BV 110 ,25-6840,6855,55
7117144,魅 莎   肚皮舞 套装   新款   演出服 套装   性感 表演 练习服 套装   高档 ,74-6610,6856,250
7118358,商城 正品   豪华 出口型 高台 新款 打包机   / 捆扎机 / 捆包机   / 包装机 ,27-1290,6857,60
7119742,TXL 钟 静音立钟 大 钟 座钟   落地钟 机芯 扫 秒 玻璃 电池 精工 pvc 田园 ,75-7417,6858,259
7119899,Masfer.SU   玛丝菲尔 旗下 品牌 女装   秋款   立领双排扣 长袖 修身外套 ,10-4371,6859,1
7121632,snoffy 童鞋   男童 皮鞋   宝宝 防滑学步鞋   韩版 真皮 儿童 小 童 羊皮鞋 ,33-3525,6860,86
7124037,2013 秋装 新款 女式 休闲格子衬衫 假两件 套头针织衫 显 瘦 打底毛衣 外套 ,10-5795,6861,2
7128786,天籁 之 城 韩版 短款 女装 毛呢外套 修身 显 瘦 钉珠 羊毛短外套 小西装 1289 ,10-4371,6862,1
7130619,玺 玥 2013 新款 旗袍 夏装 桑蚕丝 高档 重 磅 真丝 斜襟 时尚 改良 日常 旗袍裙 ,10-3448,6863,0
7130886,乐儿宝 BOBO   婴幼儿 学 食 吸盘碗   6 个 月 以上 / 可 微波 BD 306   包邮 ,44-1951,6864,148
7132107,福州 名门 新娘 婚纱摄影 超值 个人 艺术写真 套 系 ,73-6179,6865,240
7135425,美泰 正品   迪士尼 迷你 长发 公主 T 4951   玩 发 玩具   女孩玩具   长发 娃娃 ,65-3578,6866,213
7136607,建侬 正品   春秋款   男款 休闲 运动 针织单裤   9160 收口   紧口裤 ,36-1047,6867,121
7137244,大力水手 童装   儿童春装   男童 开衫卫衣 外套   韩版 拼色   毛边 工艺 ,33-1347,6868,84
7137455,原装进口 意大利 AGV 头盔   最新 款 摩托车头盔 半 盔     BLADE   系列 ,58-7406,6869,196
7138478,Mondial Atelier 蒙迪爱尔 女装 春季款 时尚 修身 女 上衣 外套 M7030 A ,10-4371,6870,1
7138828,Theme 掂 牌   OL 通勤 短款西装外套   一 粒 扣 修身小外套 女 断码特价 1 ,10-4371,6871,1
7139146,商城 正品   BOSS 太阳镜   HUGO BOSS   男士太阳镜   墨镜   BO   0510 - S ,25-6840,6872,55
7139697,科勒   费丽兰 分体马桶 3 / 6 升 座便器   K-17509 T - H   300 / 400 坑 距   特价 ,53-2697,6873,168
7144011,jessyline   2012 秋装 新款 休闲皮衣 外套 新品 女装 短款   韩版 修身   798 ,10-4371,6874,1
7144711,2012 新款 新娘 开业 典礼 会议 红地毯 礼 仪式 剪彩 演出 长款 礼服 旗袍 金色 ,10-3448,6875,0
7146197,童装 女童秋装 2013 新款外套 儿童 秋冬季 开衫 女 大 童 加厚 加绒 牛仔外套 ,33-1347,6876,84
7146436,木 之 情   实木家具   欧式 风格   实木鞋柜   全 木质 三 门 百叶鞋柜 简约 时尚 ,54-7309,6877,188
7146826,【 琳 希 】 卫浴   座便器   直落 冲 落 式   直冲   马桶 洁具   坐便器   2340 ,53-2697,6878,168
7146834,GUESS   盖尔斯   时尚 粗 框 太阳眼镜   防紫外线 板材墨镜   GU 6476 ST ,25-6840,6879,55
7148082,【 南宁 】 地王云顶 观光 门票 + 精美 小吃 50 元 套餐 ,66-6857,6880,223
7150380,INSUN 恩裳   专柜正品   假两件套   含 棉   针织衫 90306240 ,10-5795,6881,2
7150810,全国包邮 复古 艺术台盆 洗手盆 洗脸盆 台上盆 仿古 盆 手盆 - 金光 宝莲 ,53-6864,6882,178
7150872,2013年 夏季新款 正品 Lining 李宁 男子 卫裤 男装运动裤 AKLH 229 - 3 示 ,36-1047,6883,121
7151704,正版 美泰 芭比 娃娃     娃娃礼盒   珍藏 限量版   世界 芭比 之 西班牙   X 8421 ,65-2860,6884,212
7151966,DIY 手工饰品 水晶珠子 串珠 散珠 批发   6 - 10 MM 天然红玛瑙 盘 珠 厂家直销 ,4-5532,6885,139
7153885,KARISMA 夏装   V领 套头 不规则 下摆   透视 针织 镂空 罩衫   修身 ,10-5795,6886,2
7155714,红心 挂烫机 RH 2120 A   双杆 六 档 家用 蒸汽挂烫机 熨斗 衣 特价 联保 正品 ,7-1192,6887,237
7156136,2013 SIARE'S / 雪儿 BASIC 春装 新款   圆领 泡泡袖 纯色 淑女 百褶 短款外套 ,10-5795,6888,2
7156613,花儿开了 2013 秋装新品 蕾丝 净色 领 小西装   修身 淑女 甜美 优雅 短外套 ,10-4371,6889,1
7156972,KABO 德国 卡博   房门锁 室内 欧式 执手 仿古 复古 田园 美式 亚光 青古铜 K12 ,21-1233,6890,28
7158104,jessyline 2012 新款 春装 时尚 欧美风 牛仔短外套 休闲女装 潮 专柜 价 658 ,10-4371,6891,1
7158591,开光 顶级 白砗磲 108 颗 佛珠手链   青金石 隔珠   原创   念珠   转运珠 饰品 ,4-1760,6892,137
7159300,4.9 折 ！ Kanebo 佳丽宝 / 嘉娜宝 DEW   SUPERIOR 润 活 乳液 Ⅰ 紧致   抗衰老 ,50-4655,6893,163
7159333,13 年 新款   正品 李宁 ☆ 女子 训练 系列   卫裤 AKLH 014 - 1 - 2 ,36-1047,6894,121
7160471,KF12 飞机盒 包装 淘宝 邮政 快递 服装 打包纸箱 盒子 纸盒 包装箱 定做 批发 ,18-4255,6895,21
7160501,players 正品 星际 神火 B1 美国 CREEQ 5 灯头 不锈钢 强光电筒 B1 ,30-3553,6896,73
7160642,[ 8 折 ] lecoqsportif 乐卡克 法国 公鸡 女 针织运动长裤 CB - 4654131 ,36-1047,6897,121
7161496,[ 天 猫 装修 节 ] 雁皇   100% 纯棉 提花 蚕丝空调被 蚕丝被 夏凉被 / 夏被 正品 ,78-141,6898,268
7161568,吉成 GS - 405 钱箱     收款机钱箱     三 档 锁   收银机钱箱   POS钱箱 ,27-103,6899,59
7162122,体 恒健 牌 育 之 缘 口嚼片 补 锌 硒 蛋白质 男性 保健 增强 免疫力   30 盒 包邮 ,24-6968,6900,52
7162688,2013 秋装 新款 女装 圆领 七分袖 盘 绳 珠片 蕾丝小外套 开衫 OL 通勤 4 色 ,10-4371,6901,1
7166578,樊文花   抗皱 修纹精华露 ( 抗皱 细胞 激活 精 露 )   100 ml   正品专卖 ,50-3326,6902,162
7167887,易菲 秋装 专柜正品 罩衫   中长款 披肩 开衫 针织衫 外套 女 大码 YLW 7097 ,10-5795,6903,2
7167941,青岛一木 家具   01 鞋柜 2 #   翻斗 鞋橱 简易   架 纯 实木 榉木 鞋柜 正品包邮 ,54-7309,6904,188
7168011,女童夏装 麦考林 童装 薄款 披肩 贵族 风 Lace   Mint   洛可可 的 回忆   坎肩 ,33-5685,6905,87
7168047,鼹鼠 的 月亮河 ( 名师 伴 读本 ) / 漂流 屋 王一梅 儿童文学 精品 系列   王 ,35-4832,6906,111
7169494,2013 孕妇装   孕妇裙 夏季   大码连衣裙   假 2 件 短袖   清新 小 波点 雪纺裙 ,16-2787,6907,16
7170635,[ 4 折 ]   lecoqsportif 乐卡克 法国 公鸡 男款 针织长裤 CB - 4511121 ,36-1047,6908,121
7172361,Vatti / 华帝   抽油烟机 燃气灶具 套装   i 11001 + i 10002 B 烟灶 组合 大家电 ,23-6058,6909,46
7172713,秋冬新款 女式针织衫   斯琴 风 复古 织 花 圆领衫   大码 双 兜 纯棉 线衫 ,10-5795,6910,2
7173343,卡诺辛蒂   春装 新款 两件套针织衫 女 韩版 衬衫领 宽松 大码毛衣 女 套头 ,10-5795,6911,2
7174361,三星 原装正品 GT - i 9268 双 模版 原厂 中文 行货 GTi 9268 手机电池 + 座充 ,39-1630,6912,128
7177291,F.NY 法妮   专柜正品   秋冬女装   荷叶边   雪纺 圆领长袖针织衫   1132509 ,10-5795,6913,2
7177623,小 桃 泳衣   2012 温泉 季   海 波特 可爱 碎花 比基尼平角泳衣   A 1242 ,74-7419,6914,252
7178463,泊来 雅柏 泊 珀莱雅 海洋 密集 保湿面霜 50 g   保湿 补水 滋养 润泽   正品 女 ,50-4655,6915,163
7178948,【 苏州 】 memory （ 记忆 ） 婚纱摄影 机构 水乡 花海 套餐 ,20-6179,6916,27
7180158,法国 DeJOJOez 玖玖   薰 衣 草 樱桃 平衡 修复 凝霜 送 三 件套 中样 ,50-4655,6917,163
7180177,dorlink 多 灵   现代 欧式 经典 简约 室内门锁 房门锁   米切尔 纯铜门锁 ,21-1233,6918,28
7180772,【 Aico 爱儿健 】 童装 春 31548716 有 帽 开胸 拉链 双层风衣 外套 Z1 ,33-1347,6919,84
7182283,【 如意 风 】 2013 新款 改良 时尚 夏款 进口 蕾丝 中国 印象 连衣裙 旗袍 0117 ,10-3448,6920,0
7183507,景德镇 霁 蓝 陶瓷   陶瓷笔洗   瓷器鱼缸   鲤鱼   乌龟缸 ,13-4211,6921,8
7183835,万和   CXW-200 - JJ 02 HW + B8-B08X   侧吸式   油烟机燃气灶 套餐   联保 安装 ,23-6058,6922,46
7184725,（ 美国直邮 ） CaliforniaBaby 加州 宝宝 洗发 沐浴露 + 金盏草 霜 + 按摩油 ,44-3605,6923,150
7185385,金加 瀛 家纺   蚕丝被   100 桑蚕丝   三 合一 春秋被   单人   冬被   国庆 专 享 ,78-141,6924,268
7185501,XD   P206   纯银 光 身 扭 弯管   纯银配件   diy 银饰配件   纯银 扭 弯管 ,4-5532,6925,139
7186305,MONDIAL ATELIER 蒙迪爱尔 排扣 商务 长袖 修身 女 上衣 M11 AS 8064 ,10-4371,6926,1
7187323,科勒     奥蒂安 缓 降 盖板   分体坐便器   305 坑 距 马桶   K-8766 T - O / S - 0 ,53-2697,6927,168
7189093,名门 门锁 正品   高档 欧式 室内 房门锁 双 舌 执手 锁具 古铜锁   优惠 搭配 ,21-1233,6928,28
7190486,专柜正品 女装   春夏 新款 欧美 街头 针织开衫   镂空 蕾丝 拼接 防晒 空调 衫 ,10-5795,6929,2
7191093,CONMR 聪明人   正品 防风   防水   透气   轻便   耐磨 户外运动 出游 休闲裤 ,30-5548,6930,74
7191359,耐克 nike 女装 训练 系列 运动长裤 正品 名鞋 库 运动服 503617 - 072 ,36-1047,6931,121
7192683,2013 新款   OUTDO   高特   女款 变色 偏光太阳镜   FL 957   专柜正品 / 四 色 ,25-6840,6932,55
7193525,361度 正品 时尚潮流 加厚 防风 保暖 休闲 男士 运动羽绒服   5249232 ,36-2558,6933,122
7195097,【 买二送一 】 关山 羚 滋 超 金装 较 大 婴儿羊奶粉 2 段   900 g 克 / 罐 ,38-4226,6934,126
7195901,琪 亚 肚皮舞 演出服 套装 新款 网纱 珠片 手工 抹胸 衣服 流苏 性感 开叉 裤 装 ,74-6610,6935,250
7196830,正品 推荐 2013 夏装 新款 防紫外线 外套 长袖 防晒衣 防嗮 服 女 出游 防晒 衫 ,33-1347,6936,84
7197519,羽博   三星 E250 K 电池   E250 L 电池   E250 S   电池   I 605   L 900 电池 + 座充 ,39-1630,6937,128
7197648,正隆 珠宝 天然 a 货 翡翠玉珠 / 冰 糯 种 两 色 翡翠玉 散珠 DIY 散珠 批发 7 mm ~ 8 ,4-5532,6938,139
7197763,海盗船   925 银     红美丽   心形 珊瑚手镯     新品 礼物 女   网上 特价 ,4-4578,6939,138
7197809,599 专区   adidas   阿迪达斯   训练   男   鹅绒 背心   学院 藏青 蓝   W 56634 ,36-4913,6940,123
7198456,碧 修 堂   正 凝 世 金 颜 新活 乳液 200 ml 补水 保湿 滋润 抗 老 化妆品 ,50-4655,6941,163
7199127,天滋 正品   磨砂 玛瑙 挂绳   翡翠吊坠 编织挂绳   高档 挂件 绳   玉坠 挂绳 ,4-5532,6942,139
7199825,百 足 氏 户外 男式 防寒服 内胆 美国 3M 新 雪丽 透气 防潮 情侣装 CMQ - 0001 * N ,30-7666,6943,77
7200367,东海 世家   极品碧玺 手链 正品 水晶佛珠 手串 晶体 超 透 颜色 鲜艳   饰品 女 ,4-1760,6944,137
7200512,MONDIAL ATELIER 蒙迪爱尔 花纹 优雅 短袖外套 M 7092 A ,10-4371,6945,1
7200711,卖 完   易菲 夏装 专柜正品 多色 拼接 短袖针织衫 女 大码 D 132 C033 ,10-5795,6946,2
7202285,【 如意 风 】 2013 夏季 时尚新款   牡丹花 开   真丝 100% 桑蚕丝 旗袍 0091 ,10-3448,6947,0
7202491,纯棉 单人 双人 印花   斜纹 床品   全棉 被单 床罩   田园 婚庆 公主 学生 床单 ,78-7687,6948,275
7202985,韩 都 衣 舍 韩国 2013 春装 新款 女装 翻领 长袖 假两件 针织衫 JM 2420 蒖 0125 ,10-5795,6949,2
